state_name,state_name_slug,state_code,state_code_slug,district,title,party,name,name_slug,first_name,middle_name,last_name,name_suffix,goes_by,gender,ethnicity,religion,date_of_birth,entered_office,term_end,website,contact_page,facebook_url,twitter_handle,twitter_url,photo_url
Minnesota,minnesota,MN,mn,6,representative,republican,Tom Emmer,tom-emmer,Tom,,Emmer,,,male,white-american,roman-catholic,3/3/1961,1/6/2015,1/3/2023,https://emmer.house.gov,https://emmer.house.gov/contact/email,https://facebook.com/reptomemmer,RepTomEmmer,https://twitter.com/RepTomEmmer,https://cdn.civil.services/us-house/headshots/512x512/tom-emmer.jpg
California,california,CA,ca,4,representative,republican,Tom McClintock,tom-mcclintock,Tom,,McClintock,,,male,white-american,baptist,7/10/1956,1/6/2009,1/3/2023,https://mcclintock.house.gov,https://mcclintock.house.gov/contact/email-me,https://facebook.com/Congressman-Tom-McClintock-81125319109,RepMcClintock,https://twitter.com/RepMcClintock,https://cdn.civil.services/us-house/headshots/512x512/tom-mcclintock.jpg
Arizona,arizona,AZ,az,1,representative,democrat,Tom O'Halleran,tom-ohalleran,Tom,,O'Halleran,,,male,white-american,roman-catholic,1/24/1946,1/3/2017,1/3/2023,https://ohalleran.house.gov,https://ohalleran.house.gov/contact/email,https://facebook.com/repohalleran,repohalleran,https://twitter.com/repohalleran,https://cdn.civil.services/us-house/headshots/512x512/tom-ohalleran.jpg
New York,new-york,NY,ny,23,representative,republican,Tom Reed,tom-reed,Tom,,Reed,,,male,white-american,roman-catholic,11/18/1971,11/18/2010,1/3/2023,https://reed.house.gov,https://reed.house.gov/contact/email,https://facebook.com/RepTomReed,TomReedCongress,https://twitter.com/RepTomReed,https://cdn.civil.services/us-house/headshots/512x512/tom-reed.jpg
South Carolina,south-carolina,SC,sc,7,representative,republican,Tom Rice,tom-rice,Tom,,Rice,,,male,white-american,episcopalian,8/4/1957,1/3/2013,1/3/2023,https://rice.house.gov,https://rice.house.gov/contact,https://facebook.com/reptomrice,RepTomRice,https://twitter.com/RepTomRice,https://cdn.civil.services/us-house/headshots/512x512/tom-rice.jpg
California,california,CA,ca,29,representative,democrat,Tony Cardenas,tony-cardenas,Tony,,Cardenas,,,male,hispanic-american,christian,3/31/1963,1/3/2013,1/3/2023,https://cardenas.house.gov,https://cardenas.house.gov/contact-me/email-me,https://facebook.com/repcardenas,RepCardenas,https://twitter.com/RepCardenas,https://cdn.civil.services/us-house/headshots/512x512/tony-cardenas.jpg
Kansas,kansas,KS,ks,1,representative,republican,Tracey Mann,tracey-mann,Tracey,Robert,Mann,,,male,white-american,protestant,12/17/1976,1/3/2021,1/3/2023,https://mann.house.gov,https://mann.house.gov/contact,https://facebook.com/RepTraceyMann,RepMann,https://twitter.com/RepMann,https://cdn.civil.services/us-house/headshots/512x512/tracey-mann.jpg
Mississippi,mississippi,MS,ms,1,representative,republican,Trent Kelly,trent-kelly,Trent,,Kelly,,,male,white-american,methodist,3/1/1966,6/9/2015,1/3/2023,https://trentkelly.house.gov,https://trentkelly.house.gov/contact,https://facebook.com/RepTrentKelly,reptrentkelly,https://twitter.com/reptrentkelly,https://cdn.civil.services/us-house/headshots/512x512/trent-kelly.jpg
Indiana,indiana,IN,in,9,representative,republican,Trey Hollingsworth,trey-hollingsworth,Trey,,Hollingsworth,,,male,white-american,unspecified,9/12/1983,1/3/2017,1/3/2023,https://hollingsworth.house.gov,https://hollingsworth.house.gov/contact/email,https://facebook.com/votetrey,RepTrey,https://twitter.com/VoteForTrey,https://cdn.civil.services/us-house/headshots/512x512/trey-hollingsworth.jpg
Ohio,ohio,OH,oh,12,representative,republican,Troy  Balderson,troy-balderson,Troy ,,Balderson,,,male,white-american,unspecified,1/16/1962,9/5/2018,1/3/2023,https://balderson.house.gov,https://balderson.house.gov/contact,https://facebook.com/RepTroyBalderson,Troy_Balderson,https://twitter.com/Troy_Balderson,https://cdn.civil.services/us-house/headshots/512x512/troy-balderson.jpg
Texas,texas,TX,tx,22,representative,republican,Troy Nehls,troy-nehls,Troy,E.,Nehls,,,male,white-american,christian,4/7/1968,1/3/2021,1/3/2023,https://nehls.house.gov,https://nehls.house.gov/contact,https://facebook.com/RepTroyNehls,RepTroyNehls,https://twitter.com/RepTroyNehls,https://cdn.civil.services/us-house/headshots/512x512/troy-nehls.jpg
Florida,florida,FL,fl,10,representative,democrat,Val Demings,val-demings,Val,,Demings,,,female,african-american,unspecified,3/12/1957,1/3/2017,1/3/2023,https://demings.house.gov,https://demings.house.gov/contact/email,https://facebook.com/val.demings,RepValDemings,https://twitter.com/RepValDemings,https://cdn.civil.services/us-house/headshots/512x512/val-demings.jpg
Florida,florida,FL,fl,16,representative,republican,Vern Buchanan,vern-buchanan,Vern,,Buchanan,,,male,white-american,southern-baptist,5/8/1951,1/4/2007,1/3/2023,https://buchanan.house.gov,https://buchanan.house.gov/contact,https://facebook.com/CongressmanBuchanan,VernBuchanan,https://twitter.com/VernBuchanan,https://cdn.civil.services/us-house/headshots/512x512/vern-buchanan.jpg
Texas,texas,TX,tx,15,representative,democrat,Vicente Gonzalez,vicente-gonzalez,Vicente,,Gonzalez,,,male,hispanic-american,unspecified,9/4/1967,1/3/2017,1/3/2023,https://gonzalez.house.gov,https://gonzalez.house.gov/contact,https://facebook.com/votevicente,RepGonzalez,https://twitter.com/votevicente,https://cdn.civil.services/us-house/headshots/512x512/vicente-gonzalez.jpg
Missouri,missouri,MO,mo,4,representative,republican,Vicky Hartzler,vicky-hartzler,Vicky,,Hartzler,,,female,white-american,evangelical,10/13/1960,1/5/2011,1/3/2023,https://hartzler.house.gov,https://hartzler.house.gov/contact/email,https://facebook.com/Congresswoman.Hartzler,RepHartzler,https://twitter.com/RepHartzler,https://cdn.civil.services/us-house/headshots/512x512/vicky-hartzler.jpg
Indiana,indiana,IN,in,5,representative,republican,Victoria Spartz,victoria-spartz,Victoria,,Spartz,,,female,white-american,christian,10/6/1978,1/3/2021,1/3/2023,https://spartz.house.gov,https://spartz.house.gov/contact,https://facebook.com/RepSpartz,RepSpartz,https://twitter.com/RepSpartz,https://cdn.civil.services/us-house/headshots/512x512/victoria-spartz.jpg
North Carolina,north-carolina,NC,nc,5,representative,republican,Virginia Foxx,virginia-foxx,Virginia,,Foxx,,,female,white-american,roman-catholic,6/29/1943,1/4/2005,1/3/2023,https://foxx.house.gov,https://foxx.house.gov/contact,https://facebook.com/RepVirginiaFoxx,virginiafoxx,https://twitter.com/virginiafoxx,https://cdn.civil.services/us-house/headshots/512x512/virginia-foxx.jpg
Ohio,ohio,OH,oh,8,representative,republican,Warren Davidson,warren-davidson,Warren,,Davidson,,,male,white-american,christian,3/1/1970,6/9/2016,1/3/2023,https://davidson.house.gov,https://davidson.house.gov/contact/email,https://facebook.com/CongressmanWarrenDavidson,WarrenDavidson,https://twitter.com/WarrenDavidson,https://cdn.civil.services/us-house/headshots/512x512/warren-davidson.jpg
Massachusetts,massachusetts,MA,ma,9,representative,democrat,William Keating,william-keating,William,,Keating,,Bill,male,white-american,roman-catholic,9/6/1952,1/5/2011,1/3/2023,https://keating.house.gov,https://keating.house.gov/contact/email,https://facebook.com/Congressman.Keating,USRepKeating,https://twitter.com/USRepKeating,https://cdn.civil.services/us-house/headshots/512x512/william-keating.jpg
California,california,CA,ca,39,representative,republican,Young Kim,young-kim,Young,Oak,Kim,,,female,asian-american,christian,10/18/1962,1/3/2021,1/3/2023,https://youngkim.house.gov,https://youngkim.house.gov/contact,https://facebook.com/RepYoungKim,RepYoungKim,https://twitter.com/RepYoungKim,https://cdn.civil.services/us-house/headshots/512x512/young-kim.jpg
New York,new-york,NY,ny,9,representative,democrat,Yvette Clarke,yvette-clarke,Yvette,D.,Clarke,,,female,african-american,african-methodist,11/21/1964,1/4/2007,1/3/2023,https://clarke.house.gov,https://clarke.house.gov/contact/email,https://facebook.com/repyvettedclarke,RepYvetteClarke,https://twitter.com/RepYvetteClarke,https://cdn.civil.services/us-house/headshots/512x512/yvette-clarke.jpg
California,california,CA,ca,19,representative,democrat,Zoe Lofgren,zoe-lofgren,Zoe,,Lofgren,,,female,white-american,lutheran,12/21/1947,1/4/1995,1/3/2023,https://lofgren.house.gov,https://lofgren.house.gov/contact,https://facebook.com/zoelofgren,RepZoeLofgren,https://twitter.com/RepZoeLofgren,https://cdn.civil.services/us-house/headshots/512x512/zoe-lofgren.jpg
